Constituency,No,Name,Gender,Category,Party,General Vote,Postal Vote,Total,PctVotes
Jalangi,11,SARIFUL MANDAL,M,GEN,JSTDVPMTP,253,1,254,0.11
Karimpur,1,Bimalendu Sinha Roy,M,GEN,AITC,108966,1945,110911,50.07
Karimpur,2,Samarendranath Ghosh,M,GEN,BJP,85825,1511,87336,39.43
Karimpur,3,Prabhas Majumdar,M,GEN,CPI(M),16885,300,17185,7.76
Karimpur,4,Dhanapati Mondal,M,GEN,SUCI,1460,9,1469,0.66
Karimpur,5,NOTA,,,NOTA,1316,12,1328,0.6
Karimpur,6,Premananda Mandal,M,GEN,IND,1306,4,1310,0.59
Karimpur,7,Jitendranath Halder,M,SC,BSP,1261,11,1272,0.57
Karimpur,8,Mousumi Saha Mandal,F,SC,IND,694,1,695,0.31
Tehatta,1,Tapas Kumar Saha,M,GEN,AITC,96249,1599,97848,44.86
Tehatta,2,Ashutosh Paul,M,GEN,BJP,89503,1430,90933,41.69
Tehatta,3,Subodh Chandra Biswas,M,GEN,CPI(M),22905,334,23239,10.65
Tehatta,4,Tarak Nath Biswas,M,SC,BSP,1846,30,1876,0.86
Tehatta,5,NOTA,,,NOTA,1726,10,1736,0.8
Tehatta,6,Rabindranath Halder,M,SC,IND,1437,2,1439,0.66
Tehatta,7,Surya Biswas,M,SC,PMPT,632,6,638,0.29
Tehatta,8,Chiranjit Sardar,M,SC,IND,395,5,400,0.18
Palashipara,1,Dr. Manik Bhattacharya,M,GEN,AITC,108872,1402,110274,54.22
Palashipara,2,Bibhash Chandra Mandal,M,GEN,BJP,58144,794,58938,28.98
Palashipara,3,S.M. Sadi,M,GEN,CPI(M),25861,367,26228,12.9
Palashipara,4,Maniruzzaman Mondal,M,GEN,SUCI,1678,18,1696,0.83
Palashipara,5,Ratikanta Thakur,M,SC,BSP,1677,13,1690,0.83
Palashipara,6,Ramesh Barman,M,SC,IND,1688,0,1688,0.83
Palashipara,7,NOTA,,,NOTA,1649,5,1654,0.81
Palashipara,8,Bijoy Dutta,M,GEN,IND,916,0,916,0.45
Palashipara,9,Panchanan Mandal,M,GEN,IND,300,1,301,0.15
Kaliganj,1,NASIRUDDIN AHAMED (LAL),M,GEN,AITC,109917,1779,111696,53.35
Kaliganj,2,ABHIJIT GHOSH,M,GEN,BJP,63629,1080,64709,30.91
Kaliganj,3,ABUL KASHEM,M,GEN,INC,24771,305,25076,11.98
Kaliganj,4,NOTA,,,NOTA,2044,7,2051,0.98
Kaliganj,5,ABHIJIT GHOSH,M,GEN,IND,1683,4,1687,0.81
Kaliganj,6,SUJATA MANDAL,F,SC,BSP,1556,11,1567,0.75
Kaliganj,7,JAYANTA DAS,M,GEN,BNARP,980,2,982,0.47
Kaliganj,8,MOHIUDDIN MONDAL,M,GEN,SUCI,877,2,879,0.42
Kaliganj,9,KABIL UDDIN SHAIKH,M,GEN,IND,732,0,732,0.35
Nakashipara,1,Kallol Khan,M,GEN,AITC,103666,1146,104812,50.01
Nakashipara,2,Santanu Dey,M,GEN,BJP,82258,1283,83541,39.86
Nakashipara,3,Tanmay Ganguli,M,GEN,IND,11194,83,11277,5.38
Nakashipara,4,Sukla Saha,F,GEN,CPI(M),5254,111,5365,2.56
Nakashipara,5,NOTA,,,NOTA,1135,11,1146,0.55
Nakashipara,6,Amal Chandra Sarkar,M,SC,BSP,1074,6,1080,0.52
Nakashipara,7,Krishnapada Pramanik,M,GEN,CPI(ML)(L),1020,3,1023,0.49
Nakashipara,8,Swapan Mondal,M,SC,AMB,1003,0,1003,0.48
Nakashipara,9,Krishnachandra Debnath,M,GEN,SUCI,322,1,323,0.15
Chapra,1,RUKBANUR RAHMAN,M,GEN,AITC,73187,679,73866,34.65
Chapra,2,JEBER SEKH,M,GEN,IND,61063,685,61748,28.97
Chapra,3,KALYAN KUMAR NANDI,M,GEN,BJP,57380,788,58168,27.29
Chapra,4,JAHANGIR BISWAS (RAJU),M,GEN,CPI(M),11542,180,11722,5.5
Chapra,5,KANCHAN MAITRA,M,GEN,RSSCMJP,3848,17,3865,1.81
Chapra,6,NOTA,,,NOTA,2016,7,2023,0.95
Chapra,7,ROKIBUL HOSSAIN MOLLA,M,GEN,BSP,1064,6,1070,0.5
Chapra,8,MOZAMMEL HOSSAIN MONDAL,M,GEN,SUCI,713,0,713,0.33
Krishnanagar Uttar,1,MUKUL ROY,M,GEN,BJP,107492,1865,109357,54.19
Krishnanagar Uttar,2,KOUSHANI MUKHERJEE,F,GEN,AITC,73153,1115,74268,36.8
Krishnanagar Uttar,3,SILVI SAHA,F,GEN,INC,11108,299,11407,5.65
Krishnanagar Uttar,4,NOTA,,,NOTA,1823,28,1851,0.92
Krishnanagar Uttar,5,DIPIKA PRAMANIK,F,GEN,PMPT,1455,5,1460,0.72
Krishnanagar Uttar,6,SADHAN KUMAR MANDAL,M,SC,IND,1370,7,1377,0.68
Krishnanagar Uttar,7,ASHOKE CHANDRA DAS,M,SC,BSP,1344,14,1358,0.67
Krishnanagar Uttar,8,JOYDIP CHAUDHURI,M,GEN,SUCI,719,8,727,0.36
Nabadwip,1,PUNDARIKAKSHYA SAHA,M,GEN,AITC,100661,1509,102170,48.52
Nabadwip,2,SIDHARTHA SHANKAR NASKAR,M,SC,BJP,82626,973,83599,39.7
Nabadwip,3,SWARNENDU SINHA,M,GEN,CPI(M),18218,322,18540,8.8
Nabadwip,4,NOTA,,,NOTA,2331,13,2344,1.11
Nabadwip,5,RAJNATH SARKAR,M,SC,BSP,1611,6,1617,0.77
Nabadwip,6,SOUMEN SAHA,M,GEN,IND,1177,6,1183,0.56
Nabadwip,7,RAMKRISHNA HALDER,M,SC,LJP,1131,5,1136,0.54
Krishnanagar Dakshin,1,UJJAL BISWAS,M,GEN,AITC,90842,896,91738,46.88
Krishnanagar Dakshin,2,MAHADEV SARKAR,M,SC,BJP,81609,824,82433,42.13
Krishnanagar Dakshin,3,BISWAS SUMIT,M,GEN,CPI(M),15414,192,15606,7.98
Krishnanagar Dakshin,4,NOTA,,,NOTA,2156,9,2165,1.11
Krishnanagar Dakshin,5,SWAPAN KUMAR SARKAR,M,SC,BSP,1214,3,1217,0.62
Krishnanagar Dakshin,6,ANANDA MODAK,M,GEN,IND,1072,4,1076,0.55
Krishnanagar Dakshin,7,SANTU BHATTACHARYA,M,GEN,CPI(ML)(L),865,3,868,0.44
Krishnanagar Dakshin,8,DEBASISH MAJHI,M,SC,IND,582,0,582,0.3
Santipur,1,JAGANNATH SARKAR,M,SC,BJP,108638,1084,109722,49.94
Santipur,2,AJOY DEY,M,GEN,AITC,92715,1129,93844,42.72
Santipur,3,RITZU GHOSAL,M,GEN,INC,9725,123,9848,4.48
Santipur,4,NOTA,,,NOTA,2364,21,2385,1.09
Santipur,5,PROFULLA KUMAR ROY,M,SC,BSP,1288,6,1294,0.59
Santipur,6,SUKDEB BISWAS,M,SC,PMPT,1095,4,1099,0.5
Santipur,7,SUFAL SARKAR,M,GEN,JASP,885,7,892,0.41
Santipur,8,NADIA CHAND BISWAS,M,SC,SUCI,599,9,608,0.28
Ranaghat Uttar Paschim,1,PARTHASARATHI CHATTERJEE,M,GEN,BJP,112413,1224,113637,50.91
Ranaghat Uttar Paschim,2,SANKAR SINGHA,M,GEN,AITC,89503,1006,90509,40.55
Ranaghat Uttar Paschim,3,BIJAYENDU BISWAS (HABU),M,GEN,INC,10134,211,10345,4.64
Ranaghat Uttar Paschim,4,NOTA,,,NOTA,2216,42,2258,1.01
Ranaghat Uttar Paschim,5,AMAL SARKAR,M,SC,BSP,1299,13,1312,0.59
Ranaghat Uttar Paschim,6,RATAN MALAKAR,M,GEN,IND,1157,3,1160,0.52
Ranaghat Uttar Paschim,7,RABINDRA NATH BISWAS,M,GEN,IND,1125,8,1133,0.51
Ranaghat Uttar Paschim,8,ALPANA BANDYOPADHYAY,F,GEN,IND,1064,6,1070,0.48
Ranaghat Uttar Paschim,9,APARNA GUHA,F,GEN,SUCI,1062,6,1068,0.48
Ranaghat Uttar Paschim,10,SOURAV CHAKRABORTY,M,GEN,SP(I),701,0,701,0.31
Krishnaganj,1,ASHIS KUMAR BISWAS,M,SC,BJP,116397,1271,117668,50.73
Krishnaganj,2,DR. TAPAS MANDAL,M,SC,AITC,95406,985,96391,41.56
Krishnaganj,3,JHUNU BAIDYA,F,SC,CPI(M),10761,152,10913,4.71
Krishnaganj,4,NOTA,,,NOTA,2091,8,2099,0.9
Krishnaganj,5,DIPALI BISWAS,F,SC,BSP,1781,20,1801,0.78
Krishnaganj,6,SANAND ADHIKARY,M,SC,PMPT,1379,1,1380,0.59
Krishnaganj,7,ASHIS BISWAS,M,SC,IND,832,3,835,0.36
Krishnaganj,8,ASIT BARAN BISWAS,M,SC,SUCI,481,3,484,0.21
Krishnaganj,9,ANUP KUMAR MONDAL,M,SC,NDPOI,365,2,367,0.16
Ranaghat Uttar Purba,1,ASHIM BISWAS,M,SC,BJP,115665,1121,116786,54.39
Ranaghat Uttar Purba,2,SAMIR KUMAR PODDAR,M,SC,AITC,84146,858,85004,39.59
Ranaghat Uttar Purba,3,DINESH CHANDRA BISWAS,M,SC,RSSCMJP,5115,89,5204,2.42
Ranaghat Uttar Purba,4,NOTA,,,NOTA,2339,20,2359,1.1
Ranaghat Uttar Purba,5,SANJIT KUMAR MANDAL,M,SC,BSP,2087,30,2117,0.99
Ranaghat Uttar Purba,6,APURBA LAL ROY,M,SC,IND,1224,4,1228,0.57
Ranaghat Uttar Purba,7,KAMAL SARKAR,M,SC,IND,1060,5,1065,0.5
Ranaghat Uttar Purba,8,SAMIR KUMAR BISWAS,M,SC,BMUP,486,2,488,0.23
Ranaghat Uttar Purba,9,SWADHIN BISWAS,M,SC,PMPT,482,3,485,0.23
Ranaghat Dakshin,1,MUKUT MANI ADHIKARI,M,SC,BJP,118374,886,119260,49.34
Ranaghat Dakshin,2,BARNALI DEY ROY,F,SC,AITC,101882,863,102745,42.51
Ranaghat Dakshin,3,RAMA BISWAS,F,SC,CPI(M),14921,203,15124,6.26
Ranaghat Dakshin,4,PRASANTA BISWAS,M,SC,BSP,1654,12,1666,0.69
Ranaghat Dakshin,5,NOTA,,,NOTA,1561,16,1577,0.65
Ranaghat Dakshin,6,NANIGOPAL MISTRI,M,SC,SUCI,1313,2,1315,0.54
Chakdaha,1,Bankim Chandra Ghosh,M,GEN,BJP,97955,1413,99368,46.86
Chakdaha,2,Subhankar Singha (Jishu),M,GEN,AITC,86105,1583,87688,41.35
Chakdaha,3,Narayan Das Gupta,M,GEN,CPI(M),17401,411,17812,8.4
Chakdaha,4,Bidhan Ghosh,M,GEN,BNARP,1670,13,1683,0.79
Chakdaha,5,NOTA,,,NOTA,1475,12,1487,0.7
Chakdaha,6,Tapan Biswas,M,GEN,IND,1362,8,1370,0.65
Chakdaha,7,Ashoke Kumar Das,M,SC,IND,1182,11,1193,0.56
Chakdaha,8,Arun Majumdar,M,SC,BSP,976,19,995,0.47
Chakdaha,9,Bhowmick Koushik,M,GEN,IND,465,3,468,0.22
Kalyani,1,AMBIKA ROY,M,SC,BJP,95995,1031,97026,44.04
Kalyani,2,ANIRUDDHA BISWAS,M,SC,AITC,93421,1399,94820,43.03
Kalyani,3,SABUJ DAS,M,SC,CPI(M),21562,603,22165,10.06
Kalyani,4,NOTA,,,NOTA,2556,21,2577,1.17
Kalyani,5,GOUTAM MALO,M,SC,BSP,1631,30,1661,0.75
Kalyani,6,AMIT KUMAR DAS,M,SC,IND,955,2,957,0.43
Kalyani,7,SANGRAM BISWAS,M,SC,PDS,669,4,673,0.31
Kalyani,8,AGNIV HIRA,M,SC,IND,456,3,459,0.21
Haringhata,1,ASIM KUMAR SARKAR,M,SC,BJP,96970,696,97666,46.31
Haringhata,2,NILIMA NAG (MALLICK),F,SC,AITC,81686,780,82466,39.11
Haringhata,3,ALAKESH DAS,M,SC,CPI(M),24635,165,24800,11.76
Haringhata,4,NOTA,,,NOTA,1420,7,1427,0.68
Haringhata,5,NAYAN HALDER,M,SC,IND,1154,2,1156,0.55
Haringhata,6,SAMIR BISWAS,M,SC,BSP,1153,0,1153,0.55
Haringhata,7,SHIBU DAS,M,SC,IND,980,0,980,0.46
Haringhata,8,HARISH CHANDRA BISWAS,M,SC,PMPT,444,2,446,0.21
Haringhata,9,Biplab Chandra Das,M,SC,SUCI,403,1,404,0.19
Haringhata,10,MADHAB BISWAS,M,SC,PDS,376,0,376,0.18
Bagda,1,Biswajit Das,M,SC,BJP,107242,869,108111,49.41
Bagda,2,Paritosh Kumar Saha,M,SC,AITC,97335,984,98319,44.94
Bagda,3,Kirttaniya Prabir (Bapi),M,SC,INC,8099,151,8250,3.77
Bagda,4,Santosh Biswas,M,SC,BSP,2229,11,2240,1.02
Bagda,5,NOTA,,,NOTA,1012,8,1020,0.47
Bagda,6,Pradip Kumar Biswas,M,SC,IND,848,3,851,0.39
Bangaon Uttar,1,ASHOK KIRTANIA,M,SC,BJP,96676,1085,97761,47.65
Bangaon Uttar,2,SHYAMAL ROY,M,SC,AITC,86403,870,87273,42.54
Bangaon Uttar,3,PIJUSH KANTI SAHA,M,SC,CPI(M),13780,271,14051,6.85
Bangaon Uttar,4,NOTA,,,NOTA,1818,15,1833,0.89
Bangaon Uttar,5,DINESH DAS,M,SC,IND,1478,2,1480,0.72
Bangaon Uttar,6,SUNITI MALLICK,F,SC,BSP,1078,4,1082,0.53
Bangaon Uttar,7,SUBHASIS BISWAS,M,SC,IND,578,2,580,0.28
Bangaon Uttar,8,ARPITA MONDAL,F,SC,AMB,423,2,425,0.21
Bangaon Uttar,9,ARABINDA BISWAS,M,SC,IND,320,1,321,0.16
Bangaon Uttar,10,SHYAMSUNDAR HALDAR,M,SC,SUCI,226,2,228,0.11
Bangaon Uttar,11,SUBRATA BISWAS,M,SC,BMUP,140,1,141,0.07
Bangaon Dakshin,1,SWAPAN MAJUMDER,M,SC,BJP,96862,966,97828,47.07
Bangaon Dakshin,2,ALO RANI SARKAR,F,SC,AITC,94889,935,95824,46.11
Bangaon Dakshin,3,TAPAS KUMAR BISWAS,M,SC,CPI(M),9894,175,10069,4.84
Bangaon Dakshin,4,NOTA,,,NOTA,1529,13,1542,0.74
Bangaon Dakshin,5,RABINDRA NATH BARAI,M,SC,SUCI,947,6,953,0.46
Bangaon Dakshin,6,PRADIP KUMAR SARKAR,M,SC,BSP,818,2,820,0.39
Bangaon Dakshin,7,ALOKE BAIN,M,SC,IND,461,1,462,0.22
Bangaon Dakshin,8,SUSHANTA KUMAR SARKAR,M,SC,IND,332,4,336,0.16
Gaighata,1,SUBRATA THAKUR,M,SC,BJP,99753,1055,100808,47.27
Gaighata,2,NAROTTAM BISWAS,M,SC,AITC,90150,1080,91230,42.78
Gaighata,3,KAPIL KRISHNA THAKUR,M,SC,CPI,14576,262,14838,6.96
Gaighata,4,DR. SAJAL BISWAS,M,SC,IND,1521,5,1526,0.72
Gaighata,5,NOTA,,,NOTA,1399,10,1409,0.66
Gaighata,6,BEAUTY SARKAR,F,SC,BSP,1378,7,1385,0.65
Gaighata,7,NANIBALA BISWAS (DAS),F,SC,SUCI,808,6,814,0.38
Gaighata,8,TUSHAR KANTI HALDER,M,SC,IND,685,1,686,0.32
Gaighata,9,BISWAJIT ROY,M,SC,IND,545,2,547,0.26
Swarupnagar,1,BINA MONDAL,F,SC,AITC,99438,346,99784,47.11
Swarupnagar,2,BRINDABAN SARKAR,M,SC,BJP,64666,318,64984,30.68
Swarupnagar,3,BISWAJIT MANDAL,M,SC,CPI(M),43164,118,43282,20.43
Swarupnagar,4,NOTA,,,NOTA,1254,2,1256,0.59
Swarupnagar,5,MRINMOY MONDAL,M,SC,IND,923,0,923,0.44
Swarupnagar,6,DEBABRATA BISWAS,M,SC,SUCI,820,1,821,0.39
Swarupnagar,7,PRABIR SARKAR,M,SC,IND,753,1,754,0.36
Baduria,1,ABDUR RAHIM QUAZI,M,GEN,AITC,109200,501,109701,51.53
Baduria,2,SUKALYAN BAIDYA,M,GEN,BJP,52930,327,53257,25.02
Baduria,3,ABDUS SATTAR,M,GEN,INC,45095,136,45231,21.25
Baduria,4,NOTA,,,NOTA,1952,1,1953,0.92
Baduria,5,GOPAL DAS,M,SC,BSP,1268,10,1278,0.6
Baduria,6,SAFIKUL ISLAM DAFADAR,M,GEN,IND,844,0,844,0.4
Baduria,7,NITAI KRISHNA PAL,M,GEN,SUCI,616,3,619,0.29
Habra,1,JYOTI PRIYA MALLICK,M,GEN,AITC,89860,673,90533,44.34
Habra,2,RAHUL (BISWAJIT) SINHA,M,GEN,BJP,86208,484,86692,42.46
Habra,3,RIJINANDAN BISWAS,M,SC,CPI(M),21781,213,21994,10.77
Habra,4,NOTA,,,NOTA,1276,14,1290,0.63
Habra,5,SANTOSH BISWAS,M,SC,BSP,1120,5,1125,0.55
Habra,6,AMAR KRISHNA MANDAL,M,GEN,IND,1113,2,1115,0.55
Habra,7,PROBODH KUMAR SARKAR,M,SC,SUCI,1054,8,1062,0.52
Habra,8,KISHOR BISWAS,M,SC,PMPT,360,0,360,0.18
Ashoknagar,1,NARAYAN GOSWAMI,M,GEN,AITC,92573,1014,93587,43.18
Ashoknagar,2,TANUJA CHAKRABORTY,F,GEN,BJP,69505,550,70055,32.32
Ashoknagar,3,TAPAS BANERJEE,M,GEN,RSSCMJP,45386,409,45795,21.13
Ashoknagar,4,NOTA,,,NOTA,1604,7,1611,0.74
Ashoknagar,5,TANUJA CHAKRABORTY,F,GEN,IND,1551,5,1556,0.72
Ashoknagar,6,ANGSHUMALI BARAI,M,SC,GMM,1269,9,1278,0.59
Ashoknagar,7,JAGADISH RAY,M,SC,BSP,1051,2,1053,0.49
Ashoknagar,8,DR. SUMAY HIRA,M,SC,IND,1045,5,1050,0.48
Ashoknagar,9,TARAK RAJAK DAS,M,SC,SUCI,737,2,739,0.34
Amdanga,1,RAFIQUR RAHAMAN,M,GEN,AITC,88689,246,88935,42.0
Amdanga,2,JOYDEV MANNA,M,GEN,BJP,63238,217,63455,29.97
Amdanga,3,JAMAL UDDIN,M,GEN,RSSCMJP,50797,108,50905,24.04
Amdanga,4,NOTA,,,NOTA,2314,10,2324,1.1
Amdanga,5,RANJIT SANTRA,M,GEN,IND Chalata,1738,0,1738,0.82
Amdanga,6,MAFID MONDAL,M,GEN,IND,1289,1,1290,0.61
Amdanga,7,SHAFIQUE ALI,M,GEN,BSP,1036,2,1038,0.49
Amdanga,8,SAHAJAN ALI,M,GEN,UTSAP,968,0,968,0.46
Amdanga,9,GOUTAM BISWAS,M,GEN,SUCI,567,4,571,0.27
Amdanga,10,HARI PADA BISWAS,M,SC,LJP,518,0,518,0.24
Bijpur,1,SUBODH ADHIKARY,M,GEN,AITC,65954,671,66625,47.9
Bijpur,2,SUBHRANSHU ROY,M,GEN,BJP,52873,405,53278,38.3
Bijpur,3,SUKANTA RAKSHIT (BABIN),M,GEN,CPI(M),14267,223,14490,10.42
Bijpur,4,KALIPADA DEBNATH,M,GEN,SUCI,1534,8,1542,1.11
Bijpur,5,NOTA,,,NOTA,1222,5,1227,0.88
Bijpur,6,ARJUN KRISHNA BARAI,M,SC,BSP,871,7,878,0.63
Bijpur,7,SUDHANSU SAHA,M,GEN,IND,651,9,660,0.47
Bijpur,8,AVIJIT BISWAS,M,GEN,IND,391,5,396,0.28
Naihati,1,PARTHA BHOWMICK,M,GEN,AITC,76925,828,77753,49.69
Naihati,2,PHALGUNI PATRA,F,GEN,BJP,58481,417,58898,37.64
Naihati,3,INDRANI KUNDU MUKHERJEE,F,GEN,CPI(M),15598,227,15825,10.11
Naihati,4,NOTA,,,NOTA,1689,12,1701,1.09
Naihati,5,KANAI DAS,M,GEN,IND,1373,5,1378,0.88
Naihati,6,PABITRA ROY,M,GEN,BSP,906,7,913,0.58
Bhatpara,1,PAWAN KUMAR SINGH,M,GEN,BJP,57050,194,57244,53.4
Bhatpara,2,JITENDRA SHAW (JITU),M,GEN,AITC,43385,172,43557,40.63
Bhatpara,3,DHARMENDRA SHAW,M,GEN,INC,2144,25,2169,2.02
Bhatpara,4,NOTA,,,NOTA,1146,14,1160,1.08
Bhatpara,5,VINOD KISHOR VERMA,M,GEN,IND,743,1,744,0.69
Bhatpara,6,AJAY KUMAR RAM,M,SC,BSP,677,5,682,0.64
Bhatpara,7,SABARI CHOWDHURY,F,GEN,IND,609,1,610,0.57
Bhatpara,8,PARTHA BHATTACHARYYA,M,GEN,SUCI,590,2,592,0.55
Bhatpara,9,MUNEEL KUMAR RAJAK,M,GEN,IND,248,0,248,0.23
Bhatpara,10,UDAY VEER CHOUDHURY,M,SC,IND,190,1,191,0.18
Jagatdal,1,SOMENATH SHYAM ICHINI,M,GEN,AITC,86266,764,87030,48.01
Jagatdal,2,ARINDAM BHATTACHARYA,M,GEN,BJP,68221,445,68666,37.88
Jagatdal,3,NEMAI SAHA,M,GEN,AIFB,16555,193,16748,9.24
Jagatdal,4,NOTA,,,NOTA,2558,10,2568,1.42
Jagatdal,5,SUVAMAY PAN,M,GEN,IND,1514,8,1522,0.84
Jagatdal,6,KRISHNA CHANDRA SARKAR,M,SC,BSP,899,9,908,0.5
Jagatdal,7,SOMNATH SARKAR,M,GEN,IND,868,7,875,0.48
Jagatdal,8,RATANMOHAN LASKAR,M,GEN,SUCI,800,7,807,0.45
Jagatdal,9,SURAJ TIWARI,M,GEN,IND,567,2,569,0.31
Jagatdal,10,RAJA ANSARI,M,GEN,IND,452,2,454,0.25
Jagatdal,11,DEBASISH BHATTACHARJEE,M,GEN,IND,443,1,444,0.24
Jagatdal,12,AJAY MAJUMDAR,M,SC,IND,436,0,436,0.24
Jagatdal,13,BRAHMDEO GUPTA,M,GEN,RSPI,259,1,260,0.14
Noapara,1,MANJU BASU,F,GEN,AITC,93515,688,94203,48.9
Noapara,2,SUNIL SINGH,M,GEN,BJP,67098,395,67493,35.04
Noapara,3,SUBHANKAR SARKAR,M,GEN,INC,23210,292,23502,12.2
Noapara,4,NOTA,,,NOTA,2873,13,2886,1.5
Noapara,5,RAJENDRA CHOUDHARY,M,SC,BSP,1289,16,1305,0.68
Noapara,6,RABISHANKAR PAUL,M,GEN,IND,857,0,857,0.44
Noapara,7,RANJIT BISWAS,M,SC,GMM,657,4,661,0.34
Noapara,8,RABINDRA NATH BISWAS,M,GEN,IND,613,9,622,0.32
Noapara,9,SWAPAN KUMAR DEBNATH,M,GEN,IND,513,6,519,0.27
Noapara,10,ANAND PANDEY,M,GEN,IND,306,3,309,0.16
Noapara,11,AMIT KUMAR SHAW,M,GEN,IND,276,1,277,0.14
Barrackpur,1,RAJU CHAKRABORTY (RAJ),M,GEN,AITC,68441,446,68887,46.47
Barrackpur,2,CHANDRAMANI SHUKLA,M,GEN,BJP,59255,410,59665,40.25
Barrackpur,3,DEBASISH BHOWMICK,M,GEN,CPI(M),15932,213,16145,10.89
Barrackpur,4,NOTA,,,NOTA,1923,7,1930,1.3
Barrackpur,5,TAPASH SARKAR,M,SC,BSP,955,15,970,0.65
Barrackpur,6,KUMAR BISHAL YADAB,M,GEN,IND,650,2,652,0.44
Khardaha,1,KAJAL SINHA,M,GEN,AITC,89413,394,89807,49.04
Khardaha,2,SILBHADRA DATTA,M,GEN,BJP,61372,295,61667,33.67
Khardaha,3,DEBAJYOTI DAS (SUBHO),M,GEN,CPI(M),26730,186,26916,14.7
Khardaha,4,NOTA,,,NOTA,2407,8,2415,1.32
Khardaha,5,SAMAR DAS,M,SC,BSP,1091,6,1097,0.6
Khardaha,6,BISWAJIT DAS,M,SC,IND,636,1,637,0.35
Khardaha,7,RAJU GHOSH,M,GEN,IND,605,3,608,0.33
Dum Dum Uttar,1,CHANDRIMA BHATTACHARYA,F,GEN,AITC,95078,387,95465,44.79
Dum Dum Uttar,2,DR. ARCHANA MAJUMDAR,F,SC,BJP,66739,227,66966,31.42
Dum Dum Uttar,3,TANMOY BHATTACHARYA,M,GEN,CPI(M),45462,266,45728,21.45
Dum Dum Uttar,4,NOTA,,,NOTA,2107,4,2111,0.99
Dum Dum Uttar,5,SUNIL SINGH,M,GEN,BNARP,1223,6,1229,0.58
Dum Dum Uttar,6,SOVA HOWLADER,F,SC,BSP,996,9,1005,0.47
Dum Dum Uttar,7,SANTANU MANDAL,M,SC,DSPI,642,3,645,0.3
Panihati,1,NIRMAL GHOSH,M,GEN,AITC,85994,501,86495,49.61
Panihati,2,SANMOY BANDYOPADHYAY,M,GEN,BJP,60987,331,61318,35.17
Panihati,3,TAPAS MAJUMDER,M,GEN,INC,21002,167,21169,12.14
Panihati,4,NOTA,,,NOTA,2326,8,2334,1.34
Panihati,5,BHASKAR ROY,M,SC,BSP,1320,6,1326,0.76
Panihati,6,MANISHA DASGUPTA,F,GEN,SUCI,878,9,887,0.51
Panihati,7,IMRAN KHAN,M,GEN,IND,827,0,827,0.47
Kamarhati,1,MADAN MITRA,M,GEN,AITC,73491,354,73845,51.17
Kamarhati,2,Anindya Banerjee,M,GEN,BJP,38235,202,38437,26.64
Kamarhati,3,Sayandeep Mitra,M,GEN,CPI(M),28138,172,28310,19.62
Kamarhati,4,NOTA,,,NOTA,1546,7,1553,1.08
Kamarhati,5,Satya Brata Bandyopadhyay,M,GEN,IND,823,5,828,0.57
Kamarhati,6,BIDISHA ROYCHOWDHURY,F,GEN,PDS,488,0,488,0.34
Kamarhati,7,SANJIB PANDIT,M,GEN,IND,335,3,338,0.23
Kamarhati,8,Aninda Banerjee,M,GEN,IND,186,2,188,0.13
Kamarhati,9,Kapil Chandra Ghosh,M,GEN,IND,174,4,178,0.12
Kamarhati,10,Rajesh Sah,M,GEN,JASP,145,0,145,0.1
Baranagar,1,TAPAS ROY,M,GEN,AITC,84756,859,85615,53.42
Baranagar,2,PARNO MITTRA,F,GEN,BJP,50155,313,50468,31.49
Baranagar,3,AMAL KUMAR MUKHOPADHYAY,M,GEN,INC,19883,252,20135,12.56
Baranagar,4,NOTA,,,NOTA,2365,13,2378,1.48
Baranagar,5,SUBRATA DE,M,GEN,IND,628,2,630,0.39
Baranagar,6,SURAJIT GHOSH,M,GEN,NRPI,535,3,538,0.34
Baranagar,7,SHYAMAL CK,M,GEN,IND,491,4,495,0.31
Dum Dum,1,BRATYA BASU,M,GEN,AITC,87543,456,87999,47.48
Dum Dum,2,BIMALSHANKAR NANDA,M,GEN,BJP,61038,230,61268,33.06
Dum Dum,3,PALASH DAS,M,GEN,CPI(M),30520,133,30653,16.54
Dum Dum,4,NOTA,,,NOTA,2035,4,2039,1.1
Dum Dum,5,SUBRATA KR. MAJUMDER,M,SC,BSP,975,5,980,0.53
Dum Dum,6,RUPA SARKAR,F,GEN,IND,771,3,774,0.42
Dum Dum,7,RANA PAL CHOUDHURY,M,GEN,BNARP,737,2,739,0.4
Dum Dum,8,SHREE RAJU GHOSH,M,GEN,IND,462,2,464,0.25
Dum Dum,9,SUBRATA SEN,M,GEN,IND,417,1,418,0.23
Rajarhat New Town,1,TAPASH CHATTERJEE,M,GEN,AITC,126945,429,127374,54.22
Rajarhat New Town,2,BHASKAR ROY S/O - DULAL ROY,M,GEN,BJP,70658,284,70942,30.2
Rajarhat New Town,3,SAPTARSHI DEB,M,GEN,CPI(M),31419,124,31543,13.43
Rajarhat New Town,4,NOTA,,,NOTA,2028,4,2032,0.87
Rajarhat New Town,5,SUBHENDU GHOSH,M,GEN,IND,1310,3,1313,0.56
Rajarhat New Town,6,BHASKAR ROY S/O - KRISHNA KANTA ROY,M,SC,BSP,1127,10,1137,0.48
Rajarhat New Town,7,SUBIR SAMADDAR,M,GEN,IND,563,2,565,0.24
Bidhannagar,1,SUJIT BOSE S/O - LATE AJIT BOSE,M,GEN,AITC,75306,606,75912,46.85
