Constituency,No,Name,Gender,Category,Party,General Vote,Postal Vote,Total,PctVotes
Gosaba,3,SANJOY KR. NAYEK,M,SC,BJP,11495,9,11504,6.41
Gosaba,4,None of the Above,,,NOTA,3108,1,3109,1.73
Gosaba,5,DILIP MONDAL,M,SC,SUCI,1048,2,1050,0.58
Gosaba,6,DINABANDHU MANDAL,M,SC,LJP,977,0,977,0.54
Gosaba,7,HARIPADA MANDAL,M,SC,BSP,776,0,776,0.43
Gosaba,8,TUSHAR KANTI MONDAL,M,SC,MPOI,401,0,401,0.22
Basanti,1,GOBINDA CHANDRA NASKAR,M,SC,AITC,90451,71,90522,49.87
Basanti,2,SUBHAS NASKAR,M,SC,RSP,73780,135,73915,40.72
Basanti,3,PANKAJ ROY,M,SC,BJP,10362,11,10373,5.71
Basanti,4,None of the Above,,,NOTA,4486,1,4487,2.47
Basanti,5,HIMANSHU KAYAL,M,SC,MPOI,1141,0,1141,0.63
Basanti,6,TARANGA MONDAL,M,SC,IND,1069,0,1069,0.59
Kultali,1,RAM SANKAR HALDER,M,SC,CPM,73821,111,73932,37.37
Kultali,2,GOPAL MAJHI,M,SC,AITC,62130,82,62212,31.44
Kultali,3,JAYKRISHNA HALDAR,M,SC,SUCI,48004,54,48058,24.29
Kultali,4,BIKRAM NASKAR,M,SC,BJP,10372,4,10376,5.24
Kultali,5,None of the Above,,,NOTA,1551,1,1552,0.78
Kultali,6,TAPAN BAIRAGI,M,SC,IND,691,0,691,0.35
Kultali,7,PALLABI DAS,F,SC,LJP,535,0,535,0.27
Kultali,8,BHUTNATH SARDAR,M,SC,BMUP,503,0,503,0.25
Patharpratima,1,SAMIR KUMAR JANA,M,GEN,AITC,107255,340,107595,50.85
Patharpratima,2,PHANIBHUSHAN GIRI,M,GEN,INC,93562,240,93802,44.33
Patharpratima,3,SRIDHAR CHANDRA BAGARI,M,GEN,BJP,6934,8,6942,3.28
Patharpratima,4,PABITRA MAITY,M,GEN,SUCI,1894,1,1895,0.9
Patharpratima,5,None of the Above,,,NOTA,1376,1,1377,0.65
Kakdwip,1,MANTURAM PAKHIRA,M,GEN,AITC,104278,472,104750,53.7
Kakdwip,2,RAFIK UDDIN MOLLA,M,GEN,INC,79557,274,79831,40.93
Kakdwip,3,KOUSHIK DAS,M,GEN,BJP,6591,9,6600,3.38
Kakdwip,4,AMIYA SASMAL,M,GEN,SUCI,1277,3,1280,0.66
Kakdwip,5,None of the Above,,,NOTA,1130,0,1130,0.58
Kakdwip,6,PARBATI BHUNIA,F,GEN,BSP,960,0,960,0.49
Kakdwip,7,AHAMADULLA SHEIKH,M,GEN,LJP,502,0,502,0.26
Sagar,1,BANKIM CHANDRA HAZRA,M,GEN,AITC,112184,628,112812,51.79
Sagar,2,ASIM KUMAR MANDAL,M,SC,CPM,94333,408,94741,43.5
Sagar,3,SARBORI MUKHERJEE,F,GEN,BJP,7169,8,7177,3.3
Sagar,4,None of the Above,,,NOTA,1472,0,1472,0.68
Sagar,5,SANKHABARAN SAHOO,M,GEN,IND,759,3,762,0.35
Sagar,6,KAMALENDU PANI,M,GEN,SUCI,488,1,489,0.22
Sagar,7,ASHOK BARMAN,M,SC,LJP,353,0,353,0.16
Kulpi,1,JOGARANJAN HALDER,M,GEN,AITC,83820,216,84036,49.65
Kulpi,2,REJAUL HAQUE KHAN,M,GEN,CPM,72286,295,72581,42.88
Kulpi,3,NABENDU SUNDAR NASKAR,M,SC,BJP,8425,9,8434,4.98
Kulpi,4,DR. ARUP KUMAR HALDER,M,SC,BSP,1323,1,1324,0.78
Kulpi,5,None of the Above,,,NOTA,1311,0,1311,0.77
Kulpi,6,RANAJIT SINGHA,M,GEN,SUCI,1076,1,1077,0.64
Kulpi,7,SABIR HOSSEN CHAPRASI,M,GEN,LJP,503,0,503,0.3
Raidighi,1,DEBASREE ROY,F,GEN,AITC,100905,256,101161,46.48
Raidighi,2,KANTI GANGULY,M,GEN,CPM,99648,284,99932,45.92
Raidighi,3,SANGHAMITRA CHAUDHURI,F,GEN,BJP,7699,4,7703,3.54
Raidighi,4,GUNASINDHU HALDAR,M,SC,SUCI,4520,7,4527,2.08
Raidighi,5,None of the Above,,,NOTA,1709,1,1710,0.79
Raidighi,6,RAJENDRA NASKAR,M,GEN,BSP,916,0,916,0.42
Raidighi,7,PURNENDU SHEKHAR MONDAL,M,SC,IND,789,0,789,0.36
Raidighi,8,AMIYA GANGOPADHYAY,M,GEN,IND,373,0,373,0.17
Raidighi,9,ARUN KUMAR GAYEN,M,GEN,IND,338,0,338,0.16
Raidighi,10,PRASANTA MONDAL,M,GEN,LJP,191,0,191,0.09
Mandirbazar,1,HALDER JOYDEB,M,SC,AITC,94115,224,94339,52.72
Mandirbazar,2,DR. SARAT CHANDRA HALDAR,M,SC,CPM,68954,446,69400,38.78
Mandirbazar,3,CHHANDITA MAZUMDER,F,SC,BJP,8644,9,8653,4.84
Mandirbazar,4,SISIR KUMAR MONDAL,M,SC,SUCI,1839,9,1848,1.03
Mandirbazar,5,None of the Above,,,NOTA,1460,0,1460,0.82
Mandirbazar,6,BAPPA DAS,M,SC,PDS,951,0,951,0.53
Mandirbazar,7,TAPAS KUMAR HALDER,M,SC,BSP,809,1,810,0.45
Mandirbazar,8,GANESH HALDER,M,SC,LJP,788,0,788,0.44
Mandirbazar,9,SUDIP HALDER,M,SC,IND,692,0,692,0.39
Jaynagar,1,BISWANATH DAS,M,SC,AITC,64370,212,64582,36.23
Jaynagar,2,SUJIT PATWARI,M,SC,INC,49315,216,49531,27.78
Jaynagar,3,TARUN KANTI NASKAR,M,SC,SUCI,39273,124,39397,22.1
Jaynagar,4,UTPAL KUMAR MANDAL,M,SC,BJP,18044,11,18055,10.13
Jaynagar,5,None of the Above,,,NOTA,1548,0,1548,0.87
Jaynagar,6,TARUN NASKAR,M,SC,IND,1417,0,1417,0.79
Jaynagar,7,DILIP SARDAR,M,SC,IND,1257,0,1257,0.71
Jaynagar,8,AMULYA KUMAR SARDAR,M,SC,BSP,841,0,841,0.47
Jaynagar,9,SANKAR DEB MONDAL,M,SC,IND,718,0,718,0.4
Jaynagar,10,MANABENDRA NATH HALDER,M,SC,BMUP,492,0,492,0.28
Jaynagar,11,TARANGA MONDAL,M,SC,IND,431,0,431,0.24
Baruipur Purba,1,NIRMAL CHANDRA MONDAL,M,SC,AITC,92052,261,92313,48.09
Baruipur Purba,2,SUJOY MISTRY,M,SC,CPM,71732,219,71951,37.48
Baruipur Purba,3,AMULYA KUMAR NASKAR,M,SC,BJP,12731,7,12738,6.64
Baruipur Purba,4,AJAY SAHA,M,SC,SUCI,9213,17,9230,4.81
Baruipur Purba,5,None of the Above,,,NOTA,2024,2,2026,1.06
Baruipur Purba,6,BIMAL KRISHNA MONDAL,M,SC,BSP,1653,0,1653,0.86
Baruipur Purba,7,CHINMOY NASKAR,M,SC,IND,1364,0,1364,0.71
Baruipur Purba,8,ALOK SARDAR,M,SC,IND,691,0,691,0.36
Canning paschim,1,SHYAMAL MONDAL,M,SC,AITC,93344,154,93498,49.08
Canning paschim,2,ARNAB ROY,M,SC,INC,74620,152,74772,39.25
Canning paschim,3,MANOJIT MONDAL,M,SC,BJP,12646,18,12664,6.65
Canning paschim,4,RAMPRASAD MISTRY,M,SC,SUCI,3978,2,3980,2.09
Canning paschim,5,None of the Above,,,NOTA,2461,0,2461,1.29
Canning paschim,6,SWADESH SANFUI,M,SC,BSP,1827,0,1827,0.96
Canning paschim,7,DEBASIS SANI,M,SC,IND,1315,0,1315,0.69
Canning Purba,1,SAOKAT MOLLA,M,GEN,AITC,115139,125,115264,59.56
Canning Purba,2,AJIJER RAHAMAN MOLLA,M,GEN,CPM,60165,65,60230,31.12
Canning Purba,3,SUDARSHAN GOSWAMI,M,GEN,BJP,12289,4,12293,6.35
Canning Purba,4,None of the Above,,,NOTA,3193,0,3193,1.65
Canning Purba,5,SUJIT NASKAR,M,SC,SUCI,2548,0,2548,1.32
Baruipur paschim,1,BIMAN BANERJEE,M,GEN,AITC,99403,542,99945,54.73
Baruipur paschim,2,SAFIUDDIN KHAN,M,GEN,CPM,62997,416,63413,34.73
Baruipur paschim,3,BASABDATTA BANERJEE,F,GEN,BJP,13793,19,13812,7.56
Baruipur paschim,4,None of the Above,,,NOTA,2210,7,2217,1.21
Baruipur paschim,5,GOPINATH MONDAL,M,SC,SUCI,1134,2,1136,0.62
Baruipur paschim,6,MUKUL MONDAL,M,SC,IND,1013,0,1013,0.55
Baruipur paschim,7,DEBABRATA MONDAL,M,SC,IND,631,0,631,0.35
Baruipur paschim,8,MRINAL KANTI MONDAL,M,GEN,LJP,437,0,437,0.24
Magrahat Purba,1,NAMITA SAHA .,F,SC,AITC,89235,251,89486,48.7
Magrahat Purba,2,CHANDAN SAHA,M,SC,CPM,79573,353,79926,43.5
Magrahat Purba,3,CHANDAN KUMAR NASKAR,M,SC,BJP,9459,1,9460,5.15
Magrahat Purba,4,None of the Above,,,NOTA,1489,2,1491,0.81
Magrahat Purba,5,RABIRAM NASKAR,M,SC,BSP,1371,0,1371,0.75
Magrahat Purba,6,SANJAY MANDAL,M,SC,SUCI,1133,0,1133,0.62
Magrahat Purba,7,PITAM MONDAL,M,SC,IND,877,0,877,0.48
Magrahat paschim,1,GIAS UDDIN MOLLA,M,GEN,AITC,87392,90,87482,50.71
Magrahat paschim,2,KHALID EBADULLAH,M,GEN,INC,71391,202,71593,41.5
Magrahat paschim,3,SUBHAS MONDAL,M,GEN,BJP,6921,7,6928,4.02
Magrahat paschim,4,None of the Above,,,NOTA,1870,0,1870,1.08
Magrahat paschim,5,MD. RAIS UDDIN BAIDYA,M,GEN,WPOI,1425,2,1427,0.83
Magrahat paschim,6,SABIR HOSSIAN MISTRI,M,GEN,IND,1184,0,1184,0.69
Magrahat paschim,7,SAMBHU NATH KANJI,M,SC,IND,935,0,935,0.54
Magrahat paschim,8,ANURADHA PUTATUNDA,F,GEN,PDS,528,0,528,0.31
Magrahat paschim,9,PANKAJ BAR,M,GEN,IND,221,0,221,0.13
Magrahat paschim,10,ABDUL ROUF LASKAR,M,GEN,LJP,184,0,184,0.11
Magrahat paschim,11,JAKIR HOSSEN SEKH,M,GEN,IND,168,0,168,0.1
Diamond harbour,1,DIPAK KUMAR HALDER,M,GEN,AITC,96539,294,96833,48.58
Diamond harbour,2,DR. ABUL HASNAT,M,GEN,CPM,81442,354,81796,41.03
Diamond harbour,3,BALARAM HALDER,M,GEN,BJP,14587,27,14614,7.33
Diamond harbour,4,None of the Above,,,NOTA,2107,2,2109,1.06
Diamond harbour,5,SWAPAN MONDAL,M,GEN,IND,1539,0,1539,0.77
Diamond harbour,6,ROKEYA BIBI,F,GEN,BSP,553,0,553,0.28
Diamond harbour,7,SUJIT SARDAR,M,SC,IND,406,0,406,0.2
Diamond harbour,8,ARUN KUMAR PURKAIT,M,GEN,IND,406,0,406,0.2
Diamond harbour,9,UTTAM MANNA,M,GEN,IND,399,0,399,0.2
Diamond harbour,10,MONIRUL ISLAM,M,GEN,SUCI,376,2,378,0.19
Diamond harbour,11,KURBAN SK.,M,GEN,IUC,312,1,313,0.16
Falta,1,TAMONASH GHOSH,M,GEN,AITC,94130,251,94381,50.15
Falta,2,BIDHAN PARUI,M,SC,CPM,70638,163,70801,37.62
Falta,3,AMARENDRA NATH MUKHERJEE,M,GEN,BJP,15751,12,15763,8.38
Falta,4,None of the Above,,,NOTA,1807,6,1813,0.96
Falta,5,MAMATA LASKAR,F,GEN,SUCI,1798,0,1798,0.96
Falta,6,ATAL KUMAR PURKAIT,M,GEN,BSP,1518,0,1518,0.81
Falta,7,JAYASHRI CHAKRABORTY,F,GEN,LJP,1328,0,1328,0.71
Falta,8,HARAN CHANDRA BISWAS,M,SC,PDS,781,0,781,0.42
Satgachia,1,SONALI GUHA (BOSE),F,GEN,AITC,100013,158,100171,47.98
Satgachia,2,PARAMITA GHOSH,F,GEN,CPM,82626,273,82899,39.7
Satgachia,3,SAPTARSHI BASU,M,GEN,BJP,18851,6,18857,9.03
Satgachia,4,None of the Above,,,NOTA,2897,5,2902,1.39
Satgachia,5,SATYENDRANATH GHOSH,M,GEN,BSP,1581,1,1582,0.76
Satgachia,6,DILIP PAL,M,GEN,CPI(ML)(L),1468,1,1469,0.7
Satgachia,7,TIRTHANKAR GHOSH,M,GEN,IND,917,0,917,0.44
Bishnupur,1,DILIP MONDAL,M,SC,AITC,106992,137,107129,52.36
Bishnupur,2,ALOKE SARDAR,M,SC,CPM,76424,75,76499,37.39
Bishnupur,3,SHYAMAPRASAD HALDER,M,SC,BJP,14257,7,14264,6.97
Bishnupur,4,None of the Above,,,NOTA,2401,1,2402,1.17
Bishnupur,5,DIPANKAR GAYEN,M,SC,BSP,1594,0,1594,0.78
Bishnupur,6,SAMAR KR. BISWAS,M,SC,IND,1502,0,1502,0.73
Bishnupur,7,UTTAM KUMAR HALDER,M,SC,PDS,1203,0,1203,0.59
Sonarpur Dakshin,1,JIBAN MUKHOPADHYAY,M,GEN,AITC,97119,336,97455,47.8
Sonarpur Dakshin,2,TARIT CHAKRABORTY,M,GEN,CPI,81883,543,82426,40.43
Sonarpur Dakshin,3,MANORANJAN JODDAR,M,SC,BJP,15713,22,15735,7.72
Sonarpur Dakshin,4,None of the Above,,,NOTA,3013,10,3023,1.48
Sonarpur Dakshin,5,ASHITAVRA MONDAL,M,SC,BSP,1648,1,1649,0.81
Sonarpur Dakshin,6,SAMBHU MONDAL,M,GEN,IND,1091,0,1091,0.54
Sonarpur Dakshin,7,MINATI MITRA,F,GEN,SUCI,1062,1,1063,0.52
Sonarpur Dakshin,8,JALADHAR NASKAR,M,SC,IND,810,0,810,0.4
Sonarpur Dakshin,9,MEGHNATH HALDER,M,SC,MPOI,630,2,632,0.31
Bhangore,1,ABDUR RAZZAK MOLLA,M,GEN,AITC,101996,91,102087,49.57
Bhangore,2,ABDUR RASID GAZI,M,GEN,CPM,83808,155,83963,40.77
Bhangore,3,ABANI KUMAR MONDAL,M,SC,BJP,9557,6,9563,4.64
Bhangore,4,JALAL UDDIN AHMED,M,GEN,WPOI,4036,3,4039,1.96
Bhangore,5,None of the Above,,,NOTA,2423,0,2423,1.18
Bhangore,6,IKBAL MOLLA,M,GEN,LJP,2048,0,2048,0.99
Bhangore,7,ABDUS SALAM MOLLA (RAJU),M,GEN,IND,1804,0,1804,0.88
Kasba,1,AHMED JAVED KHAN-&#203;&QUOT;,M,GEN,AITC,91624,55,91679,46.52
Kasba,2,SHATARUP GHOSH,M,GEN,CPM,79640,155,79795,40.49
Kasba,3,BIKASH DEBNATH,M,GEN,BJP,17545,5,17550,8.9
Kasba,4,None of the Above,,,NOTA,3709,4,3713,1.88
Kasba,5,LAKKHI YADAB (ROY),F,GEN,BSP,1356,0,1356,0.69
Kasba,6,KRISHNA MAITY,F,SC,LJP,617,1,618,0.31
Kasba,7,SOMNATH DAM,M,GEN,IND,596,0,596,0.3
Kasba,8,TAPAS KUMAR DEY,M,GEN,IND,575,0,575,0.29
Kasba,9,SUSANTA KUMAR BISWAS,M,SC,IND,486,0,486,0.25
Kasba,10,ARUNANSU KUMAR SARKAR,M,GEN,IND,365,0,365,0.19
Kasba,11,JAYANTA DEBNATH,M,GEN,IND,353,0,353,0.18
Jadavpur,1,SUJAN CHAKRABORTY,M,GEN,CPM,98681,296,98977,48.51
Jadavpur,2,MANISH GUPTA,M,GEN,AITC,83915,120,84035,41.19
Jadavpur,3,DR. MOHIT KUMAR RAY,M,GEN,BJP,13909,13,13922,6.82
Jadavpur,4,None of the Above,,,NOTA,4085,8,4093,2.01
Jadavpur,5,SUBHAS CHANDRA NASKAR,M,SC,BSP,803,0,803,0.39
Jadavpur,6,SHYAMAL GUHA MAJUMDAR,M,GEN,SUCI,608,4,612,0.3
Jadavpur,7,RAHUL BOSE,M,GEN,IND,524,0,524,0.26
Jadavpur,8,PINTU KARMAKAR,M,GEN,IND,433,0,433,0.21
Jadavpur,9,SANKAR PRASAD DAS,M,GEN,IND,367,0,367,0.18
Jadavpur,10,GAUTAM PATRANABISH,M,GEN,IND,251,0,251,0.12
Sonarpur Uttar,1,FIRDOUSI BEGUM,F,GEN,AITC,101798,141,101939,50.31
Sonarpur Uttar,2,JYOTIRMOYEE SIKDAR,F,GEN,CPM,76789,270,77059,38.03
Sonarpur Uttar,3,SATYABRATA DUTTA,M,GEN,BJP,15199,19,15218,7.51
Sonarpur Uttar,4,None of the Above,,,NOTA,2954,8,2962,1.46
Sonarpur Uttar,5,AJIT BAUL,M,SC,BSP,1768,2,1770,0.87
Sonarpur Uttar,6,SRIDHAR BIVUSHAN NANDI,M,GEN,SUCI,1438,2,1440,0.71
Sonarpur Uttar,7,SUBRATA KAMAR,M,GEN,IND,819,0,819,0.4
Sonarpur Uttar,8,KARTICK NASKAR,M,SC,MPOI,785,2,787,0.39
Sonarpur Uttar,9,BANI DAS,F,GEN,LJP,631,0,631,0.31
Tollygunge,1,AROOP BISWAS,M,GEN,AITC,90501,102,90603,46.73
Tollygunge,2,MADHUJA SEN ROY,F,GEN,CPM,80497,210,80707,41.62
Tollygunge,3,N. MOHAN RAO,M,GEN,BJP,14835,9,14844,7.66
Tollygunge,4,None of the Above,,,NOTA,3714,5,3719,1.92
Tollygunge,5,DR. DIPANKAR SARKAR,M,GEN,IND,1627,2,1629,0.84
Tollygunge,6,MANOJIT MAITY,M,GEN,SHS,1032,0,1032,0.53
Tollygunge,7,DEBASHIS DAS,M,GEN,IND,572,0,572,0.3
Tollygunge,8,RAJKUMAR BASAK,M,GEN,SUCI,571,0,571,0.29
Tollygunge,9,JAGANNATH SAHA,M,SC,IND,216,0,216,0.11
BEHALA PURBA,1,SOVAN CHATTERJEE,M,GEN,AITC,96510,111,96621,47.33
BEHALA PURBA,2,PROFESSOR AMBIKESH MAHAPATRA,M,GEN,IND,72042,285,72327,35.43
BEHALA PURBA,3,CHANDRA BHAN SINGH,M,GEN,BJP,21842,12,21854,10.71
BEHALA PURBA,4,None of the Above,,,NOTA,3910,9,3919,1.92
BEHALA PURBA,5,SUMIT BANERJEE,M,GEN,SHS,3648,1,3649,1.79
BEHALA PURBA,6,BIMAL MONDAL,M,GEN,IND,2093,0,2093,1.03
BEHALA PURBA,7,RINA ROY,F,SC,BSP,1697,3,1700,0.83
BEHALA PURBA,8,AYAN NAG,M,GEN,IND,1221,0,1221,0.6
BEHALA PURBA,9,NAMITA CHAKRABORTY,F,GEN,IND,738,0,738,0.36
Behala paschim,1,PARTHA CHATTERJEE,M,GEN,AITC,101925,189,102114,45.98
Behala paschim,2,KAUSTAV CHATTERJEE,M,GEN,CPM,92896,322,93218,41.98
Behala paschim,3,HARIKRISHNA DUTTA,M,GEN,BJP,17942,20,17962,8.09
Behala paschim,4,None of the Above,,,NOTA,4131,6,4137,1.86
Behala paschim,5,MRITYUNJOY ROY,M,GEN,SUCI,1492,2,1494,0.67
Behala paschim,6,PUSHPA DHALI,F,SC,BSP,1040,0,1040,0.47
Behala paschim,7,TAPAN DEBNATH,M,GEN,IND,920,0,920,0.41
Behala paschim,8,VIJAY KUMAR SINGH,M,GEN,IND,744,0,744,0.34
Behala paschim,9,BIPUL KUMAR DAS,M,GEN,IND,450,0,450,0.2
Maheshtala,1,KASTURI DAS,F,GEN,AITC,93623,52,93675,47.84
Maheshtala,2,SAMIK LAHIRI,M,GEN,CPM,81050,173,81223,41.48
Maheshtala,3,KARTIC CH. GHOSH,M,GEN,BJP,14903,6,14909,7.61
Maheshtala,4,None of the Above,,,NOTA,3137,7,3144,1.61
Maheshtala,5,DEBASHISH BOSE,M,GEN,PDS,1854,0,1854,0.95
Maheshtala,6,BECHU MONDAL,M,GEN,IND,1022,0,1022,0.52
BUDGE BUDGE,1,ASHOK KUMAR DEB,M,GEN,AITC,83977,81,84058,44.13
BUDGE BUDGE,2,SK. MUJIBAR RAHAMAN,M,GEN,INC,76725,174,76899,40.37
BUDGE BUDGE,3,UMA SHANKAR GHOSH DASTIDAR,M,GEN,BJP,20769,9,20778,10.91
BUDGE BUDGE,4,None of the Above,,,NOTA,2857,2,2859,1.5
BUDGE BUDGE,5,ALI BASIR SK.,M,GEN,WPOI,1907,0,1907,1.0
BUDGE BUDGE,6,KAJAL DUTTA,F,GEN,CPI(ML)(L),1249,1,1250,0.66
BUDGE BUDGE,7,RABINDRANATH RANJAN,M,SC,BSP,1231,0,1231,0.65
BUDGE BUDGE,8,TAMRADHWAJ ADAK,M,GEN,SUCI,797,0,797,0.42
BUDGE BUDGE,9,RUP KUMAR ADAK,M,GEN,IND,715,0,715,0.38
Metiaburuz,1,ABDUL KHALEQUE MOLLA,M,GEN,AITC,79727,22,79749,49.75
Metiaburuz,2,MONIRUL ISLAM,M,GEN,CPM,61734,39,61773,38.54
Metiaburuz,3,SANJAY SINGH,M,GEN,BJP,13255,4,13259,8.27
Metiaburuz,4,None of the Above,,,NOTA,2752,3,2755,1.72
Metiaburuz,5,AHAMMAD ALI MOLLA,M,GEN,IND,1110,0,1110,0.69
Metiaburuz,6,ABDUL RAHIM,M,GEN,IUML,939,0,939,0.59
Metiaburuz,7,BEDAR BAKHT,M,GEN,RLD,703,0,703,0.44
Kolkata port,1,FIRHAD HAKIM,M,GEN,AITC,73369,90,73459,53.21
Kolkata port,2,RAKESH SINGH,M,GEN,INC,46822,89,46911,33.98
Kolkata port,3,AWADH KISHORE GUPTA,M,GEN,BJP,11683,17,11700,8.48
Kolkata port,4,None of the Above,,,NOTA,2158,6,2164,1.57
Kolkata port,5,VIVEK KUMAR THAKUR,M,SC,IND,1019,0,1019,0.74
Kolkata port,6,SARFARAZ KHAN,M,GEN,BSP,836,1,837,0.61
Kolkata port,7,SUBRATA SAHA,M,GEN,IND,808,0,808,0.59
Kolkata port,8,RAJ KUMAR CHHETRY,M,GEN,IND,290,0,290,0.21
Kolkata port,9,BISWAJIT HALDER,M,GEN,IND,261,0,261,0.19
Kolkata port,10,SK. RAJUDDIN,M,GEN,IND,257,0,257,0.19
Kolkata port,11,KARAN SINGH,M,GEN,IND,205,1,206,0.15
Kolkata port,12,DEORAJ YADAV,M,GEN,IND,138,0,138,0.1
Bhabanipur,1,MAMATA BANERJEE,F,GEN,AITC,65447,73,65520,47.67
Bhabanipur,2,DEEPA DASMUNSHI,F,GEN,INC,40126,93,40219,29.26
Bhabanipur,3,CHANDRA KUMAR BOSE,M,GEN,BJP,26291,8,26299,19.13
Bhabanipur,4,None of the Above,,,NOTA,2459,2,2461,1.79
Bhabanipur,5,NIRMAL KANTI SAMADDAR,M,GEN,BSP,669,0,669,0.49
Bhabanipur,6,PINKY TIWARI,F,GEN,IND,604,0,604,0.44
Bhabanipur,7,SHOBHA SINGH,F,GEN,SUCI,495,0,495,0.36
Bhabanipur,8,SAUGATA GUPTA,M,GEN,IND,409,0,409,0.3
Bhabanipur,9,NARAYAN DAS,M,GEN,IND,262,0,262,0.19
Bhabanipur,10,INDRANEEL MITRA,M,GEN,IND,184,0,184,0.13
Bhabanipur,11,KIRAN KAUR,F,GEN,IND,174,1,175,0.13
Bhabanipur,12,MALAY GUHA ROY,M,GEN,IND,158,0,158,0.11
Rashbehari,1,SOBHANDEB CHATTOPADHYAY,M,GEN,AITC,60803,54,60857,44.15
Rashbehari,2,ASHUTOSH CHATTERJEE,M,GEN,INC,46222,82,46304,33.59
Rashbehari,3,SAMIR BANERJEE,M,GEN,BJP,23371,10,23381,16.96
Rashbehari,4,None of the Above,,,NOTA,3868,4,3872,2.81
Rashbehari,5,SWATI GHOSH,F,GEN,SUCI,1335,0,1335,0.97
Rashbehari,6,OMPRAKASH PRAJAPATI,M,GEN,BSP,968,0,968,0.7
Rashbehari,7,UTTAM KUMAR DAS,M,SC,IND,587,0,587,0.43
Rashbehari,8,TARULATA DUTTA,F,GEN,IND,553,0,553,0.4
Ballygunge,1,SUBRATA MUKHERJEE,M,GEN,AITC,70053,30,70083,45.53
Ballygunge,2,KRISHNA DEBNATH,F,GEN,INC,54808,50,54858,35.64
Ballygunge,3,JIBAN KUMAR SEN,M,GEN,BJP,20617,5,20622,13.4
Ballygunge,4,None of the Above,,,NOTA,3433,0,3433,2.23
Ballygunge,5,RAJENDRA RAM DAS,M,SC,BSP,1538,0,1538,1.0
Ballygunge,6,WAJUL HAQUE KHAN,M,GEN,IUML,1217,1,1218,0.79
Ballygunge,7,SWETA PAUL,F,GEN,IND,998,0,998,0.65
Ballygunge,8,AMITAVA DUTTA,M,GEN,IND,766,0,766,0.5
Ballygunge,9,ASHIS SARKAR,M,GEN,IND,425,0,425,0.28
Chowrangee,1,NAYNA BANDYOPADHYAY,F,GEN,AITC,55093,26,55119,47.29
Chowrangee,2,SOMENDRANATH MITRA,M,GEN,INC,41872,31,41903,35.95
Chowrangee,3,RITESH TIWARI,M,GEN,BJP,15704,3,15707,13.48
Chowrangee,4,None of the Above,,,NOTA,2183,0,2183,1.87
Chowrangee,5,KARTIK KUMKAR RAY,M,GEN,SUCI,611,1,612,0.53
Chowrangee,6,DEBAJYOTI SENGUPTA,M,GEN,IND,340,0,340,0.29
Chowrangee,7,DIPANKAR DEY,M,GEN,IND,254,0,254,0.22
Chowrangee,8,SHAHZAD ANWAR,M,GEN,LJP,251,0,251,0.22
Chowrangee,9,ANIRBAN MUKHERJEE,M,GEN,IND,188,0,188,0.16
Entally,1,SWARNA KAMAL SAHA,M,GEN,AITC,75825,16,75841,51.97
Entally,2,DEBESH DAS,M,GEN,CPM,47824,29,47853,32.79
Entally,3,SUDHIR KUMAR PANDEY,M,GEN,BJP,14681,1,14682,10.06
Entally,4,None of the Above,,,NOTA,2320,1,2321,1.59
Entally,5,ANIL KUMAR RAM,M,SC,BSP,1266,0,1266,0.87
Entally,6,MIR TIPU SULTAN ALI,M,GEN,PDS,1070,0,1070,0.73
Entally,7,KHOKAN DUTTA,M,GEN,IND,968,0,968,0.66
Entally,8,SHYAMAL CHATTERJEE,M,GEN,IND,670,0,670,0.46
Entally,9,KUNDAN KR. SHAW,M,GEN,IND,500,0,500,0.34
Entally,10,ASHOK DAS,M,SC,IND,415,0,415,0.28
Entally,11,ARINDAM ROY,M,GEN,IND,350,0,350,0.24
Beleghata,1,PARESH PAUL,M,GEN,AITC,84817,26,84843,52.82
Beleghata,2,RAJIB BISWAS,M,SC,CPM,58630,34,58664,36.53
Beleghata,3,PARTHA CHAUDHURY,M,GEN,BJP,11514,2,11516,7.17
Beleghata,4,None of the Above,,,NOTA,3152,1,3153,1.96
Beleghata,5,ARUN KUMAR DAS,M,GEN,IND,990,0,990,0.62
Beleghata,6,CHINMOY SENGUPTA,M,GEN,IND,968,0,968,0.6
Beleghata,7,TIMIR KUMAR,M,GEN,IND,479,0,479,0.3
Jorasanko,1,SMITA BAKSHI,F,GEN,AITC,44756,10,44766,42.79
Jorasanko,2,RAHUL(BISWAJIT)SINHA,M,GEN,BJP,38474,2,38476,36.77
Jorasanko,3,AVINASH KUMAR AGARWAL,M,GEN,RJD,15622,17,15639,14.95
Jorasanko,4,None of the Above,,,NOTA,2374,0,2374,2.27
Jorasanko,5,UTTAM MALI,M,GEN,BSP,816,0,816,0.78
Jorasanko,6,BIJNAN KUMAR BERA,M,GEN,SUCI,641,0,641,0.61
Jorasanko,7,UTTAM ACHARYA,M,GEN,IND,618,0,618,0.59
Jorasanko,8,SUNIL ROY,M,GEN,IND,306,0,306,0.29
Jorasanko,9,MANOJ KUMAR JAISWAL,M,GEN,JD(S),300,0,300,0.29
Jorasanko,10,BISWABASU MUKHERJEE,M,GEN,IND,296,0,296,0.28
Jorasanko,11,SHYAMAL SAMADDAR,M,GEN,IND,218,0,218,0.21
Jorasanko,12,SANJEEV KUMAR JAIN,M,GEN,IND,180,0,180,0.17
